UserId, DisplayName, PostCount, CommentCount, TotalScore
75954, Uday Sawant, 3, 2, 0
76128, sumit, 3, 1, 0
76217, Kag Tes, 3, 1, 0
76912, Abhishek Kumar, 3, 1, 0
78150, Dup Dup, 8, 2, 0
78609, SUN, 2, 2, 0
78897, joe_mind, 8, 4, 0
78938, Hong Hui Ying, 3, 1, 0
27823, partoa, 5, 1, 0
80425, Mayank Mishra, 3, 2, 0
478, Stanpol, 6, 1, 0
3598, Rakhi Ssdd, 3, 1, 0
4676, PlagTag, 5, 3, 0
5004, Nick Lashinsky, 3, 1, 0
5083, Oleg Roderick, 1, 1, 0
464, erogol, 4, 1, 0
8478, user67275, 10, 4, 0
9246, Henry Qiu, 1, 2, 0
9960, Berit Larsen, 6, 1, 0
10694, nmerci, 10, 3, 0
10810, Beta, 20, 5, 0
10990, Victor Yip, 3, 1, 0
14327, Addem, 4, 2, 0
16677, chchannn, 3, 1, 0
16712, Carlos C, 13, 6, 0
16966, user6046209, 3, 1, 0
17054, user2543622, 12, 1, 0
18028, Slaventsiy, 4, 3, 0
19067, Hasse Iona, 19, 7, 0
19191, dev93, 7, 3, 0
20472, divyum, 3, 1, 0
20565, tkazmer, 4, 1, 0
21080, Rob, 3, 2, 0
23090, BobbyJohnsonOG, 3, 5, 0
700, Bastiaan Quast, 3, 2, 0
24629, siddshah, 3, 1, 0
24930, anshanno, 5, 4, 0
24994, Толкачёв Иван, 10, 4, 0
25741, Aravind, 4, 2, 0
27313, Tom83B, 2, 1, 0
27740, donpresente, 3, 6, 0
27838, Kenny LJ, 3, 2, 0
17640, J_Heads, 4, 3, 0
28868, sjishan, 3, 3, 0
29234, Canardini, 3, 1, 0
30709, SAR, 3, 2, 0
31012, Daniel, 3, 4, 0
29810, deltascience, 10, 1, 0
33272, user158, 8, 2, 0
35420, Kevin, 15, 4, 0
35718, Yash Katariya, 10, 3, 0
35817, Daddy32, 5, 2, 0
37376, Neoromanzer, 3, 1, 0
40559, 3z33etm, 4, 1, 0
41254, meraxes, 9, 1, 0
43268, Elimination, 3, 1, 0
43511, user5155835, 5, 1, 0
43714, Zahi Azmi, 9, 1, 0
46107, Tom, 16, 2, 0
46192, stanley4430, 3, 1, 0
46504, rohan23, 6, 2, 0
47842, ParisNakitaKejser, 7, 3, 0
48970, f.saint, 5, 2, 0
49105, Abhinaya Krishna, 4, 4, 0
43061, dopexxx, 4, 1, 0
50669, Roarer, 3, 2, 0
50711, user50711, 9, 3, 0
50802, Sus_Q, 3, 1, 0
52510, poqu67, 3, 1, 0
52664, Nicolò Gasparini, 13, 4, 0
47562, John M., 22, 3, 0
52860, Jumy Elerossë, 4, 1, 0
52935, fermi, 6, 4, 0
53829, roy, 6, 1, 0
54247, Sahil Thakur, 6, 2, 0
52762, User12547645, 5, 1, 0
38864, DataD'oh, 5, 1, 0
42882, Krishna Nevase, 13, 9, 0
58122, Ashwini, 13, 7, 0
58231, praveen, 7, 1, 0
58587, Michael_S, 8, 3, 0
58687, Moses S, 4, 3, 0
59310, gph, 9, 4, 0
59298, user10253771, 7, 1, 0
61661, Carlos A. Jimenez Holmquist, 9, 1, 0
56654, gvgramazio, 5, 4, 0
64016, Norman Brower, 6, 1, 0
64628, urSus, 3, 1, 0
66437, fooness, 4, 1, 0
66596, user66596, 7, 2, 0
66723, ahbutfore, 6, 2, 0
67743, user3486308, 17, 13, 0
67993, imtiaz ul Hassan, 9, 2, 0
54917, Anupam Jain, 3, 1, 0
68953, James S, 3, 1, 0
70525, Praveen Kumar, 3, 1, 0
70708, Sn., 3, 1, 0
71086, Renae, 10, 3, 0
43636, mincorp, 1, 1, 0
73316, dln, 4, 3, 0
74045, Hrishikesh Athalye, 8, 1, 0
70862, Nayana Madhu, 8, 1, 0
75181, Nicole D, 3, 1, 0
75245, Nicolas Essipova, 2, 2, 0
75438, John Doe, 3, 2, 0
75848, CannedScientist, 3, 2, 0
76228, ErAcube, 3, 1, 0
76348, Gnoevoet, 3, 1, 0
76411, Sarvendra Singh, 15, 6, 0
76145, EddyWD, 6, 1, 0
77664, user9544852, 6, 5, 0
60394, Valentin Macé, 6, 3, 0
79049, M. Grimm, 7, 6, 0
79235, user1255603, 3, 2, 0
58771, bandit_king28, 3, 1, 0
79770, ivallesp, 2, 1, 0
79961, Дмитрий Сажнев, 3, 3, 0
3281, Guforu, 30, 1, 0
3377, AndriusZ, 6, 1, 0
5153, goangit, 4, 1, 0
8376, Ferenc Huszár, 1, 1, 0
8681, Abhishek Tripathi, 3, 4, 0
562, Tim, 6, 3, 0
9663, Murali, 14, 4, 0
10531, kdbanman, 3, 3, 0
12911, ashish chopra, 3, 1, 0
13323, c.uent, 3, 4, 0
13450, user140323, 58, 15, 0
12626, Tristan Reid, 1, 3, 0
15797, Charlie, 3, 2, 0
16280, Randomize, 3, 2, 0
17444, Sam, 3, 1, 0
17814, Jayant Mishra, 4, 1, 0
3570, p.j, 2, 1, 0
17646, Winter, 5, 3, 0
19147, nir, 19, 7, 0
19113, lupi5, 11, 1, 0
20590, amir ladhar, 6, 6, 0
21233, MyBushisaNeonJungle, 3, 4, 0
20594, sagivmal, 6, 3, 0
22059, Train Heartnet, 9, 2, 0
21895, nn0p, 2, 2, 0
24813, sergeyf, 4, 2, 0
8337, Luca, 12, 3, 0
9577, Srinivas K, 1, 1, 0
27330, Praise the lord, 3, 1, 0
24818, Itachi, 25, 7, 0
28732, enterbutton, 3, 1, 0
29438, Raizerde, 3, 2, 0
30597, alpinescrambler, 3, 2, 0
30817, end1dream, 5, 1, 0
33392, roger, 3, 1, 0
33532, Sridhar Thiagarajan, 7, 1, 0
32906, JHS, 4, 2, 0
33966, Ramesh, 4, 1, 0
37999, ulitosCoder, 3, 2, 0
28915, renakre, 7, 1, 0
35463, Praveena, 5, 3, 0
18481, wordsforthewise, 6, 4, 0
29601, msubbaiah, 4, 1, 0
43744, Ramesh Kumar, 3, 1, 0
38503, guy, 6, 4, 0
46007, Rajeev Motwani, 12, 2, 0
25139, TSR, 6, 1, 0
45262, J Cena, 21, 5, 0
12217, NightFurry, 3, 2, 0
47568, user112237, 3, 1, 0
49477, see24, 1, 1, 0
47570, sousdev, 4, 3, 0
50325, Aashiek Hariharan, 4, 3, 0
50946, Malibayev Assylbek, 7, 5, 0
51049, Huang_Lee, 3, 1, 0
49967, Umesh Sai Gurram, 10, 1, 0
46671, Rangerix, 3, 2, 0
53040, Dimitry, 5, 2, 0
53824, Yashwanth Kumar Pamidimukkala, 7, 2, 0
52816, Latent, 31, 11, 0
56265, Jailbroken, 3, 1, 0
57914, Tejas Patel, 3, 1, 0
57917, Swap, 10, 3, 0
50795, Abs , 14, 6, 0
58824, rahs, 10, 1, 0
58369, Nurmister, 8, 1, 0
59372, T.H., 9, 3, 0
59568, Kshitij Yadav, 3, 1, 0
61088, John Cox, 7, 3, 0
61676, MarcusM, 5, 2, 0
50098, Masum, 7, 3, 0
61023, Joel Carneiro, 4, 1, 0
62048, JAbr, 3, 1, 0
62515, Rahul, 4, 2, 0
61904, Graygood, 13, 3, 0
63952, appleyuchi, 3, 1, 0
54024, saias, 2, 1, 0
64042, hristijan_ds, 5, 4, 0
64655, EmperorPenguin, 3, 2, 0
64577, nope, 5, 2, 0
18170, Aman Tandon, 1, 1, 0
51362, viebel, 3, 1, 0
65252, James Stott, 9, 2, 0
16625, Istvan, 1, 3, 0
62069, Franco Piccolo, 11, 2, 0
69606, dipak narayanan, 3, 1, 0
69772, mcvkr, 1, 2, 0
69800, Abhik Banerjee, 4, 1, 0
69982, thulungair, 5, 3, 0
69793, Alex, 6, 1, 0
70141, user2268901, 3, 1, 0
70243, radioactive, 8, 6, 0
70791, user36339, 5, 1, 0
71043, GenRincewind, 4, 1, 0
46360, Muralidhar A, 18, 6, 0
73397, codiearcher, 13, 1, 0
73676, Tomonso Ejang, 4, 1, 0
73827, TYL, 3, 2, 0
74028, Shubham Malviya, 10, 3, 0
74814, andro302mp, 3, 1, 0
75209, Priya Sriram, 3, 2, 0
75539, Anonymous Emu, 4, 3, 0
75557, Julian, 3, 1, 0
75352, priya, 4, 1, 0
75911, André Braga, 3, 2, 0
76212, GAYATRI VENUGOPAL, 3, 2, 0
76243, Cristian Vives, 4, 5, 0
76540, Adhira Deogade, 18, 3, 0
76571, Dilara Albayrak, 3, 2, 0
76653, SRG, 3, 2, 0
77117, Davysseus, 5, 1, 0
77704, Athul Vasan, 3, 2, 0
76023, Jean, 6, 1, 0
78372, raulb1, 3, 2, 0
78683, Abram Moats, 7, 2, 0
79666, WAF, 3, 2, 0
80463, Sebastian Krapohl, 5, 1, 0
7702, user3142384, 9, 2, 0
16218, Batuhan Bardak, 12, 1, 0
8320, Johann, 3, 1, 0
10940, Kyle, 3, 3, 0
12381, ahjohnston25, 4, 2, 0
14009, Tnatsissa H Craeser, 8, 3, 0
15140, Hasan Ali Khan, 3, 4, 0
15402, DED, 7, 3, 0
16693, TLousky, 5, 1, 0
17670, mightyheptagon, 6, 2, 0
17571, Borun Chowdhury, 3, 1, 0
17815, sparkr, 3, 5, 0
15141, OneChillDude, 3, 2, 0
18893, pbahr, 5, 1, 0
21044, TheBiro, 17, 2, 0
23138, Ishan , 7, 5, 0
23201, Elmira Khodaee, 7, 2, 0
26409, mathnoob, 4, 3, 0
8365, Royi, 1, 1, 0
26939, David, 9, 3, 0
28544, Tim Lindsey, 3, 1, 0
30206, ChipsAhoy, 3, 1, 0
30437, user1043144, 3, 5, 0
33130, Payas Pandey, 3, 3, 0
35656, Majid Abdolshah, 1, 1, 0
37648, Narahari B M, 3, 4, 0
41008, spechter, 5, 1, 0
41297, hbdz, 42, 5, 0
41532, rubmz, 3, 2, 0
43474, Alex, 13, 3, 0
13330, piepi, 3, 1, 0
42409, vinzee, 3, 3, 0
46026, Will Bolden, 3, 1, 0
46628, Rajul Mittal, 4, 2, 0
47623, Hellraiser, 3, 1, 0
43193, Shirish Kulhari, 24, 2, 0
50403, user1058210, 4, 1, 0
50491, Avanish Mishra, 3, 3, 0
50544, Nabila Oubouchou, 6, 2, 0
51099, Bagheera, 3, 1, 0
51192, Rohit Jere, 4, 1, 0
50668, miroli, 8, 1, 0
51646, MinSama, 3, 1, 0
32120, tarashypka, 6, 1, 0
53507, annonymous, 3, 2, 0
54715, Ali250, 9, 1, 0
31626, Amir Hossein F, 10, 3, 0
56380, ngopal, 6, 1, 0
56753, Can't Tell, 9, 5, 0
57083, Kevin Kraft, 3, 1, 0
33323, horcle_buzz, 19, 1, 0
57237, Rishabh Sharma, 37, 3, 0
46351, Rocketq, 9, 1, 0
59193, Javier, 6, 1, 0
60125, Baso Ahmad, 3, 2, 0
45505, John, 1, 3, 0
60989, aastha, 3, 3, 0
59174, bachr, 7, 6, 0
45432, Bhanuchander Udhayakumar, 5, 2, 0
64643, Fahd, 3, 3, 0
64294, Piyush Patil, 3, 1, 0
64998, HRezaei, 3, 1, 0
20881, wolframalpha, 3, 1, 0
65398, Shounak Ray, 9, 2, 0
65672, Radhwane Chebaane, 3, 1, 0
50179, Vatsal Aggarwal, 3, 1, 0
66995, Aakash Dusane, 8, 1, 0
67633, Giuseppe Romeo, 3, 1, 0
67937, data_3, 6, 2, 0
68210, Hasan Shaukat, 6, 1, 0
59488, Arnav Das, 9, 2, 0
69405, Martin, 3, 2, 0
69633, mashraf, 3, 1, 0
69939, Max, 3, 2, 0
70637, Viral Patel, 3, 4, 0
73708, Aditya Saran, 3, 1, 0
73920, Greation, 3, 1, 0
74508, Sami, 3, 1, 0
74718, Peterukk, 4, 1, 0
76427, Tristan Greenwood, 3, 1, 0
73315, T Piper, 11, 1, 0
76955, thinwybk, 17, 5, 0
54387, Amir, 3, 1, 0
77196, Julian Rodemann, 3, 2, 0
77254, oazed lium, 6, 2, 0
77879, James Trüeb, 3, 1, 0
77881, Obiii, 7, 8, 0
78098, Raghav Kukreti, 1, 1, 0
74497, Zorgoth, 3, 1, 0
78364, Hasan Sohail, 3, 1, 0
75861, Alexpandiyan Chokkan, 4, 1, 0
78901, Jodh Singh, 5, 2, 0
79489, quarksome, 3, 2, 0
273, Aldy syahdeini, 9, 1, 0
3430, Climbs_lika_Spyder, 22, 3, 0
10463, malbert, 11, 2, 0
10879, Volatil3, 14, 8, 0
11066, Geims Bond, 3, 1, 0
13179, compguy24, 14, 2, 0
9131, Chris C, 1, 1, 0
11110, Zack, 3, 1, 0
15609, econstat, 9, 6, 0
8412, Ankit Jaiswal, 4, 1, 0
15790, ML_Passion, 12, 1, 0
16992, CChen, 3, 1, 0
13957, Guru, 2, 1, 0
17450, R7Sh, 3, 2, 0
10464, Munichong, 3, 1, 0
18650, OBreaux1, 3, 1, 0
16679, Jing, 7, 8, 0
20884, Richard, 18, 10, 0
21896, Helgster, 6, 1, 0
21951, PhilC, 4, 1, 0
24003, davik, 7, 8, 0
25876, Vikram, 10, 16, 0
28241, alex_io, 3, 2, 0
28449, David Ruiz, 3, 1, 0
29534, vvinton, 15, 1, 0
29931, Ladenkov Vladislav, 14, 4, 0
31266, dislogic, 4, 1, 0
31556, ultramarine, 3, 1, 0
31676, pennydreams, 11, 5, 0
31180, Rakib, 18, 3, 0
32936, Ian Campbell Moore, 6, 2, 0
32961, Montoya, 3, 1, 0
3397, Karel Macek, 3, 4, 0
33352, Thomas Fauskanger, 4, 2, 0
35663, Rocco van Vreumingen, 3, 2, 0
35698, Achyuta nanda sahoo, 8, 2, 0
33137, Subrat Srivastwa, 11, 9, 0
37116, Ganesh Ambi Ramakrishnan, 3, 1, 0
37460, ehiller, 4, 1, 0
37771, VijayR, 1, 1, 0
38740, Amir Hossein, 4, 3, 0
41036, Alex Fields, 9, 5, 0
43801, Sean_Calgary, 10, 3, 0
45005, user2174850, 6, 2, 0
45441, terauser, 3, 2, 0
47522, Intelligent-Infrastructure, 14, 3, 0
245, arao6, 7, 1, 0
51084, Vyacheslav Obrezkov, 4, 5, 0
51573, Shivy b, 8, 1, 0
51748, Ashwin Kannan, 7, 2, 0
52444, MonteCristo, 3, 6, 0
52433, mcmimik, 4, 1, 0
53361, Jazz, 23, 4, 0
53767, Anko6, 3, 2, 0
56421, Benjamin Toueg, 4, 2, 0
57247, ItFreak, 5, 2, 0
57493, Predicted Life, 23, 5, 0
57662, Sadil Khan, 6, 3, 0
15692, Eugene Yan, 4, 2, 0
57827, H.Mateur, 6, 3, 0
59097, kfn95, 4, 3, 0
59425, awa, 31, 19, 0
59563, IronKirby, 4, 4, 0
60677, mahdi morafah, 3, 1, 0
60680, user47580, 4, 6, 0
63011, Charly Empereur-mot, 6, 1, 0
64468, Kirti Sundar Sahu, 9, 2, 0
64553, Iamanon, 12, 6, 0
64651, r1d1, 15, 2, 0
64805, Karanv.10111, 3, 1, 0
67694, Iago B, 3, 2, 0
67986, ginevracoal, 29, 3, 0
68037, Amartin, 3, 1, 0
68306, Twoot, 9, 2, 0
66764, Prathmesh Savale, 1, 1, 0
70881, Manu, 5, 5, 0
70984, cybernard, 4, 4, 0
71036, RB25, 3, 1, 0
71647, Rishabh Sahrawat, 6, 3, 0
73332, nairboon, 3, 4, 0
74230, Jayen, 1, 2, 0
74313, DataFramed, 4, 1, 0
16446, Yasmin, 3, 1, 0
74985, Lens, 4, 3, 0
75198, jaiswati_b, 6, 1, 0
75774, Nipper, 4, 1, 0
75770, Anne de Graaf, 3, 1, 0
76433, Novice Python charmer, 9, 1, 0
76819, Bunny, 7, 1, 0
77251, 2017Algebraist, 8, 3, 0
23948, Abhinav Ravi, 3, 1, 0
79529, Vladimir Ershov, 3, 7, 0
79627, Caspian Sea Seal, 3, 1, 0
79863, Harry Choi, 7, 1, 0
79966, Mahdiar, 1, 1, 0
80081, William Abma, 3, 1, 0
2643, jithinjustin, 13, 3, 0
4686, tejaswi, 3, 1, 0
7923, JeanVuda, 12, 3, 0
8085, dvdnglnd, 7, 1, 0
9768, Ram, 7, 2, 0
8986, Harvey, 2, 1, 0
9644, Ando Jurai, 3, 1, 0
10086, Jason Sanchez, 1, 1, 0
10409, algotr, 3, 1, 0
10587, lollercoaster, 5, 7, 0
12580, metjush, 8, 3, 0
14340, j.jerrod.taylor, 7, 1, 0
15695, Wassimply, 8, 2, 0
17222, Renier Botha, 6, 2, 0
17473, Björn, 1, 1, 0
17487, Arsenal Fanatic, 6, 2, 0
20420, Realdeo, 3, 1, 0
13395, Yash Saraiya, 3, 1, 0
23198, user3198880, 3, 2, 0
23440, user23440, 7, 8, 0
24019, user28724, 3, 1, 0
23581, PriceHardman, 7, 2, 0
24968, KT12, 36, 2, 0
26083, Apurv, 6, 5, 0
26519, molig, 5, 2, 0
26535, Sharat A Ainapur, 6, 1, 0
16201, Martin, 4, 2, 0
24245, user3824382, 3, 2, 0
26976, Ashish kulkarni, 10, 4, 0
27864, Igor Shalyminov, 3, 3, 0
27991, Aidenhjj, 5, 2, 0
28587, Douglas Daseeco, 1, 1, 0
28746, Chandan Venkatesh, 3, 1, 0
28807, Charlie Brummitt, 3, 1, 0
29405, eirc, 3, 2, 0
32343, Satjapong Meeklai, 11, 3, 0
24119, user1157751, 48, 22, 0
33231, user8, 3, 1, 0
27342, DiveIntoML, 1, 1, 0
36935, aweeeezy, 13, 1, 0
37752, Shai, 1, 1, 0
37932, Aaron, 17, 6, 0
38136, Deb, 6, 3, 0
38790, dpk, 4, 2, 0
40182, Ploo, 13, 2, 0
38744, cpury, 3, 4, 0
41571, niths4u, 1, 1, 0
41957, David, 3, 1, 0
43476, Russell Butler, 6, 2, 0
43569, dubiousjim, 6, 1, 0
43707, Tony Knapp, 2, 1, 0
43656, Poiera, 31, 2, 0
43921, Rkz, 14, 4, 0
44726, A S, 6, 1, 0
45827, Javide, 14, 1, 0
45764, sato, 8, 2, 0
47250, Mitch, 1, 1, 0
2893, James K J, 56, 9, 0
28660, Teodorico Levoff, 8, 3, 0
47783, James, 4, 1, 0
23632, Jishan, 14, 4, 0
49617, Itaysason, 4, 4, 0
49980, taiidan, 9, 1, 0
51321, leopik, 3, 1, 0
44574, aleheca, 3, 1, 0
51798, Manu, 3, 2, 0
28101, Vadym B., 5, 1, 0
53266, Rediculously Soutrages, 9, 1, 0
53555, A T, 6, 1, 0
53576, sf8193, 3, 1, 0
53789, yaskovdev, 7, 4, 0
53890, Dennis, 6, 1, 0
54468, RossDeVito, 15, 1, 0
54600, Miquel Artigues, 1, 1, 0
56246, maira khan, 33, 17, 0
57570, Daniel Rahmani, 3, 2, 0
58098, dodo, 1, 1, 0
58334, suztomo, 6, 3, 0
54855, abunickabhi, 16, 1, 0
59066, BRobs, 3, 1, 0
59210, Jay Hawk, 3, 1, 0
60139, Sanjiv, 7, 1, 0
60733, bellmaneqn, 4, 3, 0
60623, orrymr, 3, 2, 0
61210, Shivam Singh, 7, 1, 0
61386, Jon M, 3, 1, 0
61563, kevins_1, 10, 1, 0
54968, user3243499, 6, 1, 0
63009, koumoul, 7, 1, 0
52648, Irene, 4, 1, 0
63398, Pavan Kumar, 3, 1, 0
63583, Pat Niemeyer, 9, 2, 0
64104, Monukumar, 6, 1, 0
64425, iBug, 1, 1, 0
66581, Josemon Baby, 4, 1, 0
67183, AvyWam, 7, 1, 0
68389, DannyDannyDanny, 3, 1, 0
69644, fu DL, 46, 5, 0
70080, Dmitry, 6, 1, 0
70325, Kalyan Katikapalli, 3, 3, 0
70348, MegaTom, 1, 1, 0
70767, julie, 4, 1, 0
71179, JoschJava, 3, 1, 0
71288, Paijo S Kom, 3, 1, 0
71907, motevalizadeh, 17, 2, 0
73080, Utsav Patel, 8, 1, 0
74919, Rohan Kumar, 1, 1, 0
37046, Kartik Podugu, 5, 1, 0
75409, K_lash96, 3, 1, 0
51503, Nord112, 1, 1, 0
77166, Rajatendu Dey, 3, 1, 0
76626, Alexey Abramov, 9, 1, 0
78016, Irina, 4, 2, 0
78358, Shania Bu, 4, 1, 0
78613, MLud, 3, 1, 0
69770, Cecilia, 21, 10, 0
3215, Grzegorz E., 3, 3, 0
5273, user2896468, 6, 1, 0
5103, Ellis Valentiner, 9, 2, 0
8235, committedandroider, 3, 1, 0
10994, Lilianna, 3, 3, 0
12203, terrigenus, 3, 1, 0
12597, Inês Martins, 9, 5, 0
13000, Hibai, 3, 2, 0
12321, harm, 4, 2, 0
14177, Felix Darvas, 1, 1, 0
14393, elric, 6, 1, 0
14800, Lucas Crijns, 5, 2, 0
14829, Kevin Vasko, 11, 5, 0
15735, AbtPst, 10, 3, 0
16170, user48956, 3, 1, 0
16380, user3113633, 10, 1, 0
16640, D. Woods, 4, 1, 0
16744, BigBoy1337, 1, 7, 0
12535, Hossein Sarshar, 4, 1, 0
16250, lios, 3, 1, 0
19212, quant, 50, 17, 0
20293, user353573, 3, 1, 0
20585, Dilip Bobby, 55, 18, 0
20948, Lenny32, 3, 1, 0
23317, Rosaria, 4, 1, 0
26675, William Gottschalk, 7, 2, 0
27197, Ahmed Dhanani, 3, 1, 0
27632, Samuel Sherman, 12, 6, 0
27776, LBogaardt, 4, 1, 0
28437, Chetan Kabra, 4, 2, 0
29090, Samy Koffi, 14, 2, 0
29473, floflo29, 3, 4, 0
29844, toliveira, 3, 1, 0
29957, User1291, 3, 1, 0
31046, hisairnessag3, 26, 9, 0
31731, Reza , 6, 1, 0
32754, jKraut, 19, 2, 0
27237, TheDude, 7, 2, 0
26961, Dan Hicks, 2, 2, 0
32637, user798719, 6, 4, 0
37502, Berry, 17, 9, 0
38188, George Nostradamos, 7, 2, 0
38538, Gaurav Gupta, 12, 4, 0
39292, Wesley Duckett, 6, 1, 0
40016, Gregory Saldanha, 5, 3, 0
40240, stackoverflowuser2010, 7, 4, 0
40801, Ashwin V, 11, 1, 0
41274, Serge, 4, 1, 0
42081, PyRulez, 3, 3, 0
42094, ZAR, 6, 5, 0
42969, Jae, 7, 1, 0
43513, dubvice, 3, 3, 0
43455, IS2057, 56, 17, 0
44998, Rohit, 2, 1, 0
45107, FindOutIslamNow, 8, 5, 0
45221, missrg, 24, 4, 0
41909, Yaseen Afzal, 7, 1, 0
45766, user1147964, 10, 8, 0
46567, Cecilia , 4, 3, 0
46674, Andrey, 6, 5, 0
46920, apt45, 3, 2, 0
47299, mplace, 3, 1, 0
49075, Jemshit Iskenderov, 3, 1, 0
49112, Vijetha Gattupalli, 4, 2, 0
49382, Utkarsh Sah, 3, 1, 0
49542, František Kaláb, 4, 3, 0
49697, Ermene, 6, 1, 0
49826, Lendfating, 3, 1, 0
50039, Anaphory, 16, 6, 0
51315, Falcon, 4, 1, 0
52617, Dmytro Titov, 3, 1, 0
52697, Tharindu, 3, 1, 0
53184, The_C, 3, 1, 0
53497, GAV3, 4, 2, 0
53664, Edward B., 4, 2, 0
53833, Maryam, 6, 2, 0
14421, duhaime, 4, 2, 0
54875, nicodp, 3, 3, 0
55130, Madura Pradeep, 6, 1, 0
25589, Maik, 3, 1, 0
54221, Shrey Joshi, 9, 1, 0
49538, Ruthwik, 1, 1, 0
46995, Nebula, 6, 5, 0
57984, Krishna Shiva, 6, 1, 0
58135, Gyan Ranjan, 26, 6, 0
59110, ongenz, 8, 5, 0
59245, Mani, 3, 2, 0
46265, x-rw, 17, 5, 0
59379, Kevin Haunstetter, 3, 1, 0
39380, Ayush Chaurasia, 3, 1, 0
59547, Ram Varun, 9, 1, 0
60710, dzieciou, 16, 8, 0
61496, Martan, 8, 1, 0
61621, mrin9san, 5, 2, 0
60636, James Flash, 10, 5, 0
62915, Nikolaos Paschos, 3, 5, 0
17320, Z Z, 2, 3, 0
64470, Gam Sengie, 6, 1, 0
65834, Balasubrahmanyam Ira, 9, 3, 0
67081, peter, 3, 5, 0
68243, Miko Diko, 4, 6, 0
68674, M. Allspach, 7, 1, 0
68817, user3770700, 3, 1, 0
69163, Ansit Khanna, 3, 1, 0
70406, wackojacko1997, 3, 3, 0
59363, naifmeh, 6, 2, 0
67125, Constantine Phoenix, 5, 2, 0
73062, Niklas Raab, 3, 1, 0
73125, Siddharth vij, 3, 2, 0
73401, mbax2ak3, 9, 1, 0
74185, Tom, 3, 1, 0
8092, Emad, 3, 1, 0
74529, eight3, 3, 1, 0
63365, DYEZ, 4, 1, 0
70642, ruka, 3, 2, 0
76027, user3605780, 3, 3, 0
76674, Rex5, 28, 6, 0
77434, Damien Lancry, 3, 2, 0
78523, Amit Yadav, 10, 7, 0
77891, Tetro, 3, 1, 0
80072, Andrea Moro, 6, 1, 0
80165, Lakshmi Nikitha, 3, 1, 0
79333, Shlee, 3, 1, 0
80396, Crimsoneer, 4, 1, 0
134, рüффп, 17, 1, 0
2841, Bridgeburners, 6, 2, 0
3077, Placidia, 7, 1, 0
4947, abhivij, 12, 3, 0
8063, Sven Lauterbach, 4, 2, 0
10669, lebenlechzer, 3, 2, 0
10949, Elliott Rogasik, 4, 2, 0
12557, Pranay Mathur, 10, 3, 0
14258, adrian lange, 1, 1, 0
14294, Vaibhav Srivastava, 3, 3, 0
14647, dionajie, 6, 1, 0
9489, coconut, 4, 2, 0
15552, Sid, 4, 3, 0
15908, user9418, 10, 2, 0
9565, Max Candocia, 4, 3, 0
17415, Aviel Fedida, 3, 2, 0
20445, thegreenpizza, 1, 1, 0
12285, Trần Đức Nhuận, 3, 1, 0
18039, Rex Remus, 1, 1, 0
21006, David Garwin, 2, 1, 0
21573, Derek, 3, 1, 0
17443, Lior Magen, 3, 3, 0
24153, iLoeng, 6, 1, 0
25213, sefira32, 3, 1, 0
16688, AbbyPaden, 1, 1, 0
26085, Loser, 21, 2, 0
25100, Khaleeque Ansari, 4, 4, 0
28522, normannen, 3, 2, 0
3299, SnShines, 4, 4, 0
30149, harrison4, 4, 2, 0
29173, Srini, 4, 2, 0
31475, Noodle, 3, 4, 0
32816, yiping, 1, 1, 0
33609, JanM, 6, 1, 0
35597, tktktk0711, 41, 16, 0
35679, Christos Karatsalos, 48, 13, 0
37149, Skylar, 3, 1, 0
37952, Nathan, 2, 2, 0
38086, mathreadler, 3, 1, 0
39274, Pradeep Banavara, 4, 1, 0
39601, William Merrill, 3, 2, 0
41948, aladagemre, 3, 2, 0
42008, Ablomis, 3, 4, 0
41812, Sena Aydin, 3, 2, 0
39637, VSA, 3, 1, 0
42895, mitchmitch24, 3, 2, 0
43045, Venkatesh Subramaniam, 4, 1, 0
44297, rookie data analyst, 3, 1, 0
40277, Ritesh sawant, 23, 4, 0
45750, Nilesh Shaikh, 6, 1, 0
45859, lmanohara, 3, 1, 0
42205, Mithun Sarker Shuvro, 6, 2, 0
46433, Taimur Islam, 25, 1, 0
46595, user8919, 6, 1, 0
45618, user3921232, 3, 1, 0
47773, Daoud, 3, 1, 0
49620, Sara, 3, 1, 0
46454, TingTing, 6, 3, 0
50273, 100kasimpasali, 4, 1, 0
17000, M. Mashayekhi, 2, 1, 0
51230, user2948208, 3, 2, 0
51837, PIcreamsoda, 3, 2, 0
53818, Ludo Schmidt, 4, 2, 0
54299, Purus, 3, 5, 0
55051, Tobias, 3, 2, 0
56599, user7468395, 3, 1, 0
57108, Muhammad Usman, 9, 1, 0
57298, Jaskaran Singh Puri, 6, 1, 0
57998, Casper, 3, 1, 0
58113, RDATA, 4, 1, 0
58283, Harika M, 15, 3, 0
59083, Cafka, 3, 1, 0
32243, asmgx, 35, 15, 0
59422, Abdüssamet ASLAN, 4, 2, 0
59615, Le Frite, 6, 2, 0
60026, Lucas, 9, 3, 0
60145, Minka, 3, 3, 0
60136, Alwin Aind, 4, 3, 0
60504, mflowww, 4, 4, 0
60785, user8115948, 8, 1, 0
61435, Gokulakannan, 3, 1, 0
62846, 不是phd的phd, 76, 8, 0
63304, Martin Muldoon, 12, 1, 0
63724, Alex, 3, 2, 0
64604, John Doe, 13, 1, 0
59051, Andrea Guidi, 3, 2, 0
65533, CrazyMageQi, 3, 1, 0
